任务ID,类别,槽位ID,任务类型,蓝图名称,产物,数量,开始时间(天),实际结束时间(天),交付时间(天),总时间(秒),实际结束时间(秒),交付时间(秒),合并任务数,价值(ISK)
16,manufacturing,7,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,48.0,48.86805555555555,49.0,75000.00000000001,4222200.0,4233600.0,0,0
16,manufacturing,8,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,48.0,48.86805555555555,49.0,75000.00000000001,4222200.0,4233600.0,0,0
16,manufacturing,0,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,1,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,2,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,3,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,4,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,5,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,6,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,7,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,8,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,50.0,50.86805555555555,51.0,75000.00000000001,4395000.0,4406400.0,0,0
16,manufacturing,0,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,1,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,2,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,3,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,4,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,5,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,6,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,7,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,8,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,52.0,52.86805555555555,53.0,75000.00000000001,4567800.0,4579200.0,0,0
16,manufacturing,0,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,54.0,54.86805555555555,55.0,75000.00000000001,4740600.0,4752000.0,0,0
16,manufacturing,1,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,54.0,54.86805555555555,55.0,75000.00000000001,4740600.0,4752000.0,0,0
16,manufacturing,2,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,54.0,54.86805555555555,55.0,75000.00000000001,4740600.0,4752000.0,0,0
16,manufacturing,3,manufacturing,小型能量武器轨迹校准设备蓝图 II,小型能量武器轨迹校准设备 II,5,54.0,54.86805555555555,55.0,75000.00000000001,4740600.0,4752000.0,0,291138000.0
18,manufacturing,4,manufacturing,强化舱隔壁蓝图 I,强化舱隔壁 I,96,54.0,55.0,56.0,86400.0,4752000.0,4838400.0,0,0
18,manufacturing,5,manufacturing,强化舱隔壁蓝图 I,强化舱隔壁 I,96,54.0,55.0,56.0,86400.0,4752000.0,4838400.0,0,0
18,manufacturing,6,manufacturing,强化舱隔壁蓝图 I,强化舱隔壁 I,34,54.0,54.354166666666664,55.0,30600.0,4696200.0,4752000.0,0,5067702.307692308
20,manufacturing,7,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,54.0,54.86805555555555,55.0,75000.00000000001,4740600.0,4752000.0,0,0
20,manufacturing,8,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,54.0,54.86805555555555,55.0,75000.00000000001,4740600.0,4752000.0,0,0
19,manufacturing,0,manufacturing,强化舱隔壁蓝图 II,强化舱隔壁 II,36,56.0,56.975,57.0,84240.00000000001,4922640.0,4924800.0,0,0
19,manufacturing,1,manufacturing,强化舱隔壁蓝图 II,强化舱隔壁 II,36,56.0,56.975,57.0,84240.00000000001,4922640.0,4924800.0,0,0
19,manufacturing,2,manufacturing,强化舱隔壁蓝图 II,强化舱隔壁 II,36,56.0,56.975,57.0,84240.00000000001,4922640.0,4924800.0,0,0
19,manufacturing,3,manufacturing,强化舱隔壁蓝图 II,强化舱隔壁 II,36,56.0,56.975,57.0,84240.00000000001,4922640.0,4924800.0,0,0
19,manufacturing,4,manufacturing,强化舱隔壁蓝图 II,强化舱隔壁 II,36,56.0,56.975,57.0,84240.00000000001,4922640.0,4924800.0,0,0
19,manufacturing,5,manufacturing,强化舱隔壁蓝图 II,强化舱隔壁 II,36,56.0,56.975,57.0,84240.00000000001,4922640.0,4924800.0,0,0
19,manufacturing,6,manufacturing,强化舱隔壁蓝图 II,强化舱隔壁 II,10,56.0,56.270833333333336,57.0,23400.0,4861800.0,4924800.0,0,62451623.07692307
20,manufacturing,7,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,56.0,56.86805555555555,57.0,75000.00000000001,4913400.0,4924800.0,0,0
20,manufacturing,8,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,56.0,56.86805555555555,57.0,75000.00000000001,4913400.0,4924800.0,0,0
20,manufacturing,0,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,1,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,2,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,3,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,4,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,5,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,6,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,7,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,8,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,58.0,58.86805555555555,59.0,75000.00000000001,5086200.0,5097600.0,0,0
20,manufacturing,0,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,1,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,2,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,3,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,4,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,5,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,6,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,7,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,8,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,60.0,60.86805555555555,61.0,75000.00000000001,5259000.0,5270400.0,0,0
20,manufacturing,0,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,1,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,2,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,3,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,4,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,5,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,6,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,7,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,8,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,62.0,62.86805555555555,63.0,75000.00000000001,5431800.0,5443200.0,0,0
20,manufacturing,0,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,1,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,2,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,3,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,4,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,5,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,6,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,7,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,8,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,64.0,64.86805555555556,65.0,75000.00000000001,5604600.0,5616000.0,0,0
20,manufacturing,0,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,66.0,66.86805555555556,67.0,75000.00000000001,5777400.0,5788800.0,0,0
20,manufacturing,1,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,66.0,66.86805555555556,67.0,75000.00000000001,5777400.0,5788800.0,0,0
20,manufacturing,2,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,66.0,66.86805555555556,67.0,75000.00000000001,5777400.0,5788800.0,0,0
20,manufacturing,3,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,5,66.0,66.86805555555556,67.0,75000.00000000001,5777400.0,5788800.0,0,0
20,manufacturing,4,manufacturing,小型能量武器发散调节装置蓝图 II,小型能量武器发散调节装置 II,3,66.0,66.52083333333333,67.0,45000.0,5747400.0,5788800.0,0,250777835.7142857
21,manufacturing,5,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,66.0,66.86805555555556,67.0,75000.00000000001,5777400.0,5788800.0,0,0
21,manufacturing,6,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,66.0,66.86805555555556,67.0,75000.00000000001,5777400.0,5788800.0,0,0
21,manufacturing,7,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,66.0,66.86805555555556,67.0,75000.00000000001,5777400.0,5788800.0,0,0
21,manufacturing,8,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,66.0,66.86805555555556,67.0,75000.00000000001,5777400.0,5788800.0,0,0
21,manufacturing,0,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,1,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,2,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,3,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,4,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,5,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,6,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,7,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,8,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,68.0,68.86805555555556,69.0,75000.00000000001,5950200.0,5961600.0,0,0
21,manufacturing,0,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,1,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,2,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,3,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,4,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,5,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,6,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,7,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,8,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,70.0,70.86805555555556,71.0,75000.00000000001,6123000.0,6134400.0,0,0
21,manufacturing,0,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,1,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,2,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,3,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,4,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,5,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,6,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,7,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,8,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,72.0,72.86805555555556,73.0,75000.00000000001,6295800.0,6307200.0,0,0
21,manufacturing,0,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,74.0,74.86805555555556,75.0,75000.00000000001,6468600.0,6480000.0,0,0
21,manufacturing,1,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,74.0,74.86805555555556,75.0,75000.00000000001,6468600.0,6480000.0,0,0
21,manufacturing,2,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,74.0,74.86805555555556,75.0,75000.00000000001,6468600.0,6480000.0,0,0
21,manufacturing,3,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,74.0,74.86805555555556,75.0,75000.00000000001,6468600.0,6480000.0,0,0
21,manufacturing,4,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,5,74.0,74.86805555555556,75.0,75000.00000000001,6468600.0,6480000.0,0,0
21,manufacturing,5,manufacturing,小型辅助推进器蓝图 II,小型辅助推进器 II,4,74.0,74.69444444444444,75.0,60000.00000000001,6453600.0,6480000.0,0,617254285.7142857
22,manufacturing,6,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,74.0,74.69444444444444,75.0,60000.00000000001,6453600.0,6480000.0,0,0
22,manufacturing,7,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,74.0,74.69444444444444,75.0,60000.00000000001,6453600.0,6480000.0,0,0
22,manufacturing,8,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,74.0,74.69444444444444,75.0,60000.00000000001,6453600.0,6480000.0,0,0
22,manufacturing,0,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,1,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,2,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,3,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,4,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,5,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,6,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,7,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,8,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,76.0,76.69444444444444,77.0,60000.00000000001,6626400.0,6652800.0,0,0
22,manufacturing,0,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,78.0,78.69444444444444,79.0,60000.00000000001,6799200.0,6825600.0,0,0
22,manufacturing,1,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,78.0,78.69444444444444,79.0,60000.00000000001,6799200.0,6825600.0,0,0
22,manufacturing,2,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,78.0,78.69444444444444,79.0,60000.00000000001,6799200.0,6825600.0,0,0
22,manufacturing,3,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,78.0,78.69444444444444,79.0,60000.00000000001,6799200.0,6825600.0,0,0
22,manufacturing,4,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,78.0,78.69444444444444,79.0,60000.00000000001,6799200.0,6825600.0,0,0
22,manufacturing,5,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,78.0,78.69444444444444,79.0,60000.00000000001,6799200.0,6825600.0,0,0
22,manufacturing,6,manufacturing,中型能量武器轨迹校准设备蓝图 II,中型能量武器轨迹校准设备 II,2,78.0,78.69444444444444,79.0,60000.00000000001,6799200.0,6825600.0,0,0
